"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX3106628","fecal sample from HMP2: Subject E5002C2_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441879","","1925.44","1","14045538","2724984455","G79916_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106627","fecal sample from HMP2: Subject C3002C1_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441878","","1378.66","1","10512225","2074212728","G79915_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106626","fecal sample from HMP2: Subject M2021C3_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441877","","490.12","1","3546471","686665261","G79914_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106625","fecal sample from HMP2: Subject M2024C1_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441876","","1272.37","1","9310201","1796715611","G79911_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106624","fecal sample from HMP2: Subject E5001C4_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441875","","2772.56","1","20146382","3927191049","G79926_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106623","fecal sample from HMP2: Subject M2027C1_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441874","","2415.92","1","17591454","3425965358","G79924_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106622","fecal sample from HMP2: Subject M2026C2_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441873","","714.42","1","5535590","1083627889","G79919_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106621","fecal sample from HMP2: Subject M2028C1_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441872","","1500.61","1","10876720","2120721235","G79917_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106620","fecal sample from HMP2: Subject H4001C9_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441871","","1219.37","1","9469313","1853302847","G80008_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106619","fecal sample from HMP2: Subject M2014C11_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441870","","2926.87","1","21328801","4145505909","G80005_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106618","fecal sample from HMP2: Subject M2027C5_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441869","","2322.95","1","17904539","3543748245","G80004_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106617","fecal sample from HMP2: Subject H4006C3_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441868","","1397.26","1","9928859","1911409747","G80003_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106616","fecal sample from HMP2: Subject E5008C3_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441867","","1348.33","1","9910230","1919896184","G80001_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106615","fecal sample from HMP2: Subject E5001C8_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441866","","665.09","1","4907071","953320920","G80000_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106614","fecal sample from HMP2: Subject H4009C2_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441865","","1636.3","1","12016733","2340579552","G79998_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106613","fecal sample from HMP2: Subject H4010C1_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441864","","1946.62","1","14211432","2764385535","G79996_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106612","fecal sample from HMP2: Subject H4006C4_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441863","","1693.54","1","12430096","2412986166","G80066_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106611","fecal sample from HMP2: Subject C3005C5_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441862","","2654.49","1","19306931","3755603004","G80067_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106610","fecal sample from HMP2: Subject C3003C5_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441861","","1786.38","1","13593483","2676432864","G79983_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106609","fecal sample from HMP2: Subject H4009C1_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441860","","2399.2","1","17623657","3432567589","G80020_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106608","fecal sample from HMP2: Subject C3008C1_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441859","","2397.12","1","17538513","3409271699","G80011_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106607","fecal sample from HMP2: Subject C3001C10_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441858","","3127.57","1","22915587","4470652866","G80053_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106606","fecal sample from HMP2: Subject H4001C10_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441857","","2143.9","1","15550602","3023932890","G80068_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106605","fecal sample from HMP2: Subject C3002C7_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441856","","3088.34","1","22677144","4432298721","G80050_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106604","fecal sample from HMP2: Subject M2027C3_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441855","","3287.22","1","25356696","5011140516","G79961_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106603","fecal sample from HMP2: Subject E5001C9_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441854","","292.57","1","2135561","414539411","G80068_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106602","fecal sample from HMP2: Subject C3005C2_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441853","","2731.66","1","21047917","4155961163","G79960_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106601","fecal sample from HMP2: Subject M2008C12_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441852","","2602.19","1","18927469","3671046908","G79937_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106600","fecal sample from HMP2: Subject E5006C1_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441851","","2614.36","1","19117218","3717391902","G79938_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106599","fecal sample from HMP2: Subject E5004C2_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441850","","2010.6","1","15489272","3058208537","G79935_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106598","fecal sample from HMP2: Subject M2026C3_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441849","","843.62","1","6185395","1193719845","G79936_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106597","fecal sample from HMP2: Subject M2027C2_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441848","","1995.54","1","14563064","2827049122","G79946_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106596","fecal sample from HMP2: Subject H4001C6_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441847","","2027.95","1","14755663","2872954757","G79947_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106595","fecal sample from HMP2: Subject E5002C4_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441846","","1418.49","1","10939278","2158191982","G79940_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106594","fecal sample from HMP2: Subject M2014C8_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441845","","2576.24","1","19836527","3912456692","G79941_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106593","fecal sample from HMP2: Subject C3005C6_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441844","","3653.81","1","26570866","5164367152","G80046_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106592","fecal sample from HMP2: Subject C3004C6_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441843","","2471.29","1","18103587","3528114865","G80049_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106591","fecal sample from HMP2: Subject M2021C5_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441842","","2784.87","1","20256443","3948753336","G79951_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106590","fecal sample from HMP2: Subject C3006C1_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441841","","2450.1","1","18923733","3749901554","G79953_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106589","fecal sample from HMP2: Subject E5001C7_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441840","","1736.91","1","13446547","2660507491","G80030_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106588","fecal sample from HMP2: Subject E5002C6_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441839","","2501.97","1","19313151","3823902521","G80036_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106587","fecal sample from HMP2: Subject H4008C1_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441838","","2102.68","1","15431207","3002453853","G80022_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106586","fecal sample from HMP2: Subject M2025C4_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441837","","2595.78","1","18969178","3686633207","G80024_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106585","fecal sample from HMP2: Subject E5006C2_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441836","","1498.82","1","11443965","2259737736","G79976_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106584","fecal sample from HMP2: Subject C3007C2_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441835","","1917.45","1","13873753","2695065428","G79979_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106583","fecal sample from HMP2: Subject C3001C9_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441834","","2207.08","1","16113423","3137883778","G79980_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106582","fecal sample from HMP2: Subject M2008C14_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441833","","2062.81","1","15051105","2912036641","G79981_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106581","fecal sample from HMP2: Subject C3004C3_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441831","","2621.98","1","19189354","3736227752","G79975_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106580","fecal sample from HMP2: Subject H4008C2_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441832","","1479.38","1","10841779","2108134024","G79985_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106579","fecal sample from HMP2: Subject C3006C4_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441830","","3244.97","1","25131518","4975427733","G79987_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106578","fecal sample from HMP2: Subject M2026C7_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441828","","904.88","1","6999310","1376270132","G79988_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106577","fecal sample from HMP2: Subject C3004C5_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441827","","3685","1","26673997","5183541868","G79994_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106576","fecal sample from HMP2: Subject C3002C6_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441829","","1989.86","1","15479894","3071412782","G79995_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106575","fecal sample from HMP2: Subject C3006C2_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441826","","2733.96","1","21024619","4162478118","G79971_MGX","WGS","METAGENOMIC","RANDOM"
