"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX3678437","16S Biopsy Sample H4022CSC1_BP","human gut metagenome","Illumina MiniSeq","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2939061","","17.94","1","62687","31343500","H4022CSC1_BP","AMPLICON","METAGENOMIC","PCR"
"SRX3678436","16S Biopsy Sample M2028CB2_BP","human gut metagenome","Illumina MiniSeq","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2939060","","4.43","1","15341","7670500","M2028CB2_BP","AMPLICON","METAGENOMIC","PCR"
"SRX3678435","16S Biopsy Sample M2028CB1_BP","human gut metagenome","Illumina MiniSeq","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2939057","","5.15","1","17772","8886000","M2028CB1_BP","AMPLICON","METAGENOMIC","PCR"
"SRX3678434","16S Biopsy Sample M2034CSC2_BP","human gut metagenome","Illumina MiniSeq","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2939058","","9.87","1","35343","17671500","M2034CSC2_BP","AMPLICON","METAGENOMIC","PCR"
"SRX3678433","16S Biopsy Sample M2034CSC1_BP","human gut metagenome","Illumina MiniSeq","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2939054","","12.3","1","43259","21629500","M2034CSC1_BP","AMPLICON","METAGENOMIC","PCR"
"SRX3678432","16S Biopsy Sample M2027CSC2_BP","human gut metagenome","Illumina MiniSeq","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2939049","","8.55","1","29801","14900500","M2027CSC2_BP","AMPLICON","METAGENOMIC","PCR"
"SRX3678431","16S Biopsy Sample M2027CSC1_BP","human gut metagenome","Illumina MiniSeq","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2939051","","6.56","1","22640","11320000","M2027CSC1_BP","AMPLICON","METAGENOMIC","PCR"
"SRX3678430","16S Biopsy Sample M2028CSC2_BP","human gut metagenome","Illumina MiniSeq","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2939055","","7.48","1","26053","13026500","M2028CSC2_BP","AMPLICON","METAGENOMIC","PCR"
"SRX3678429","16S Biopsy Sample M2028CSC1_BP","human gut metagenome","Illumina MiniSeq","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2939056","","9.98","1","34899","17449500","M2028CSC1_BP","AMPLICON","METAGENOMIC","PCR"
"SRX3678428","16S Biopsy Sample H4024CSC1_BP","human gut metagenome","Illumina MiniSeq","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2939053","","18.36","1","64151","32075500","H4024CSC1_BP","AMPLICON","METAGENOMIC","PCR"
"SRX3678427","16S Biopsy Sample H4023CSC2_BP","human gut metagenome","Illumina MiniSeq","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2939048","","11","1","38362","19181000","H4023CSC2_BP","AMPLICON","METAGENOMIC","PCR"
"SRX3678426","16S Biopsy Sample H4023CSC1_BP","human gut metagenome","Illumina MiniSeq","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2939052","","15.55","1","54427","27213500","H4023CSC1_BP","AMPLICON","METAGENOMIC","PCR"
"SRX3678425","16S Biopsy Sample H4022CSC2_BP","human gut metagenome","Illumina MiniSeq","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2939047","","11.8","1","40824","20412000","H4022CSC2_BP","AMPLICON","METAGENOMIC","PCR"
"SRX3678424","16S Biopsy Sample M2039CSC2_BP","human gut metagenome","Illumina MiniSeq","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2939050","","4.11","1","14150","7075000","M2039CSC2_BP","AMPLICON","METAGENOMIC","PCR"
"SRX3678423","16S Biopsy Sample M2039CSC1_BP","human gut metagenome","Illumina MiniSeq","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2939046","","2.37","1","7999","3999500","M2039CSC1_BP","AMPLICON","METAGENOMIC","PCR"
"SRX3678422","16S Biopsy Sample H4028CSC1_BP","human gut metagenome","Illumina MiniSeq","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2939045","","20.3","1","70369","35184500","H4028CSC1_BP","AMPLICON","METAGENOMIC","PCR"
"SRX3678421","16S Biopsy Sample H4024CSC2_BP","human gut metagenome","Illumina MiniSeq","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2939044","","15.41","1","54240","27120000","H4024CSC2_BP","AMPLICON","METAGENOMIC","PCR"
"SRX3678420","16S Biopsy Sample C3003CSC3_BP","human gut metagenome","Illumina MiniSeq","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2939042","","0.17","1","316","158000","C3003CSC3_BP","AMPLICON","METAGENOMIC","PCR"
"SRX3678419","16S Biopsy Sample C3004CSC1_BP","human gut metagenome","Illumina MiniSeq","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2939039","","0.63","1","1921","960500","C3004CSC1_BP","AMPLICON","METAGENOMIC","PCR"
"SRX3678418","16S Biopsy Sample C3001CSC1_BP","human gut metagenome","Illumina MiniSeq","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2939043","","6.44","1","22394","11197000","C3001CSC1_BP","AMPLICON","METAGENOMIC","PCR"
"SRX3678417","16S Biopsy Sample C3001CSC2_BP","human gut metagenome","Illumina MiniSeq","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2939041","","3.4","1","11642","5821000","C3001CSC2_BP","AMPLICON","METAGENOMIC","PCR"
"SRX3678416","16S Biopsy Sample C3002CSC1_BP","human gut metagenome","Illumina MiniSeq","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2939040","","2.55","1","8758","4379000","C3002CSC1_BP","AMPLICON","METAGENOMIC","PCR"
"SRX3678415","16S Biopsy Sample C3002CSC2_BP","human gut metagenome","Illumina MiniSeq","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2939038","","2.11","1","7355","3677500","C3002CSC2_BP","AMPLICON","METAGENOMIC","PCR"
"SRX3678414","16S Biopsy Sample C3002CSC3_BP","human gut metagenome","Illumina MiniSeq","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2939037","","0.15","1","276","138000","C3002CSC3_BP","AMPLICON","METAGENOMIC","PCR"
"SRX3678413","16S Biopsy Sample C3002CSC4_BP","human gut metagenome","Illumina MiniSeq","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2939036","","1.57","1","5349","2674500","C3002CSC4_BP","AMPLICON","METAGENOMIC","PCR"
"SRX3678412","16S Biopsy Sample C3003CSC1_BP","human gut metagenome","Illumina MiniSeq","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2939035","","0.13","1","193","96500","C3003CSC1_BP","AMPLICON","METAGENOMIC","PCR"
"SRX3678411","16S Biopsy Sample C3003CSC2_BP","human gut metagenome","Illumina MiniSeq","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2939034","","4.51","1","15508","7754000","C3003CSC2_BP","AMPLICON","METAGENOMIC","PCR"
"SRX3678410","16S Biopsy Sample M2084CSC2_BP","human gut metagenome","Illumina MiniSeq","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2939032","","14.42","1","50066","25033000","M2084CSC2_BP","AMPLICON","METAGENOMIC","PCR"
"SRX3678409","16S Biopsy Sample P6005CSC1_BP","human gut metagenome","Illumina MiniSeq","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2939033","","9.61","1","33942","16971000","P6005CSC1_BP","AMPLICON","METAGENOMIC","PCR"
"SRX3678408","16S Biopsy Sample P6005CSC2_BP","human gut metagenome","Illumina MiniSeq","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2939031","","8.96","1","31332","15666000","P6005CSC2_BP","AMPLICON","METAGENOMIC","PCR"
"SRX3678407","16S Biopsy Sample P6009CSC1_BP","human gut metagenome","Illumina MiniSeq","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2939030","","0.17","1","352","176000","P6009CSC1_BP","AMPLICON","METAGENOMIC","PCR"
"SRX3678406","16S Biopsy Sample P6009CSC2_BP","human gut metagenome","Illumina MiniSeq","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2939029","","9.14","1","32357","16178500","P6009CSC2_BP","AMPLICON","METAGENOMIC","PCR"
"SRX3678405","16S Biopsy Sample P6012CSC1_BP","human gut metagenome","Illumina MiniSeq","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2939028","","11.68","1","41144","20572000","P6012CSC1_BP","AMPLICON","METAGENOMIC","PCR"
"SRX3678404","16S Biopsy Sample P6012CSC2_BP","human gut metagenome","Illumina MiniSeq","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2939027","","14.45","1","50840","25420000","P6012CSC2_BP","AMPLICON","METAGENOMIC","PCR"
"SRX3678403","16S Biopsy Sample P6013CSC1_BP","human gut metagenome","Illumina MiniSeq","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2939026","","12.63","1","45291","22645500","P6013CSC1_BP","AMPLICON","METAGENOMIC","PCR"
"SRX3678402","16S Biopsy Sample P6013CSC2_BP","human gut metagenome","Illumina MiniSeq","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2939020","","14.55","1","52043","26021500","P6013CSC2_BP","AMPLICON","METAGENOMIC","PCR"
"SRX3678401","16S Biopsy Sample P6014CSC1_BP","human gut metagenome","Illumina MiniSeq","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2939025","","14.58","1","50281","25140500","P6014CSC1_BP","AMPLICON","METAGENOMIC","PCR"
"SRX3678400","16S Biopsy Sample H4043CSC2_BP","human gut metagenome","Illumina MiniSeq","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2939018","","17.23","1","60569","30284500","H4043CSC2_BP","AMPLICON","METAGENOMIC","PCR"
"SRX3678399","16S Biopsy Sample H4044CSC1_BP","human gut metagenome","Illumina MiniSeq","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2939024","","17.3","1","60468","30234000","H4044CSC1_BP","AMPLICON","METAGENOMIC","PCR"
"SRX3678398","16S Biopsy Sample C3011CSC2_BP","human gut metagenome","Illumina MiniSeq","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2939022","","14.68","1","52519","26259500","C3011CSC2_BP","AMPLICON","METAGENOMIC","PCR"
"SRX3678397","16S Biopsy Sample C3015CSC1_BP","human gut metagenome","Illumina MiniSeq","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2939021","","5.91","1","20485","10242500","C3015CSC1_BP","AMPLICON","METAGENOMIC","PCR"
"SRX3678396","16S Biopsy Sample C3005CSC2_BP","human gut metagenome","Illumina MiniSeq","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2939023","","0.12","1","163","81500","C3005CSC2_BP","AMPLICON","METAGENOMIC","PCR"
"SRX3678395","16S Biopsy Sample C3006CSC1_BP","human gut metagenome","Illumina MiniSeq","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2939016","","5.9","1","20844","10422000","C3006CSC1_BP","AMPLICON","METAGENOMIC","PCR"
"SRX3678394","16S Biopsy Sample C3006CSC2_BP","human gut metagenome","Illumina MiniSeq","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2939017","","4.63","1","16875","8437500","C3006CSC2_BP","AMPLICON","METAGENOMIC","PCR"
"SRX3678393","16S Biopsy Sample C3011CSC1_BP","human gut metagenome","Illumina MiniSeq","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2939019","","0.44","1","1305","652500","C3011CSC1_BP","AMPLICON","METAGENOMIC","PCR"
"SRX3678392","16S Biopsy Sample C3004CSC2_BP","human gut metagenome","Illumina MiniSeq","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2939015","","0.24","1","593","296500","C3004CSC2_BP","AMPLICON","METAGENOMIC","PCR"
"SRX3678391","16S Biopsy Sample C3004CSC3_BP","human gut metagenome","Illumina MiniSeq","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2939014","","0.34","1","945","472500","C3004CSC3_BP","AMPLICON","METAGENOMIC","PCR"
"SRX3678390","16S Biopsy Sample C3004CSC4_BP","human gut metagenome","Illumina MiniSeq","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2939013","","1.17","1","3926","1963000","C3004CSC4_BP","AMPLICON","METAGENOMIC","PCR"
"SRX3678389","16S Biopsy Sample C3005CSC1_BP","human gut metagenome","Illumina MiniSeq","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2939012","","0.92","1","2922","1461000","C3005CSC1_BP","AMPLICON","METAGENOMIC","PCR"
"SRX3678388","16S Biopsy Sample H4040CSC1_BP","human gut metagenome","Illumina MiniSeq","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2939010","","17.83","1","62958","31479000","H4040CSC1_BP","AMPLICON","METAGENOMIC","PCR"
"SRX3678387","16S Biopsy Sample M2084CSC1_BP","human gut metagenome","Illumina MiniSeq","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2939011","","7.82","1","27448","13724000","M2084CSC1_BP","AMPLICON","METAGENOMIC","PCR"
"SRX3678386","16S Biopsy Sample M2075CSC2_BP","human gut metagenome","Illumina MiniSeq","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2939008","","7.87","1","27536","13768000","M2075CSC2_BP","AMPLICON","METAGENOMIC","PCR"
"SRX3678385","16S Biopsy Sample M2075CSC1_BP","human gut metagenome","Illumina MiniSeq","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2939009","","4.48","1","15722","7861000","M2075CSC1_BP","AMPLICON","METAGENOMIC","PCR"
"SRX3678384","16S Biopsy Sample M2072CSC2_BP","human gut metagenome","Illumina MiniSeq","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2939007","","13.35","1","47398","23699000","M2072CSC2_BP","AMPLICON","METAGENOMIC","PCR"
"SRX3678383","16S Biopsy Sample M2072CSC1_BP","human gut metagenome","Illumina MiniSeq","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2939006","","5.12","1","17843","8921500","M2072CSC1_BP","AMPLICON","METAGENOMIC","PCR"
"SRX3678382","16S Biopsy Sample M2069CSC1_BP","human gut metagenome","Illumina MiniSeq","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2939005","","15.24","1","53072","26536000","M2069CSC1_BP","AMPLICON","METAGENOMIC","PCR"
"SRX3678381","16S Biopsy Sample M2068CSC2_BP","human gut metagenome","Illumina MiniSeq","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2939004","","11.63","1","41346","20673000","M2068CSC2_BP","AMPLICON","METAGENOMIC","PCR"
